@relation tweet_classification


@attribute 1st_person_pronouns numeric
@attribute 2nd_person_pronouns numeric
@attribute 3rd_person_pronouns numeric
@attribute coor_conjunctions numeric
@attribute past_verbs numeric
@attribute future_verbs numeric
@attribute commas numeric
@attribute colon_and_semi numeric
@attribute dashes numeric
@attribute parentheses numeric
@attribute ellipses numeric
@attribute common_nouns numeric
@attribute proper_nouns numeric
@attribute adverbs numeric
@attribute wh_words numeric
@attribute modern_slang numeric
@attribute words_all_upper numeric
@attribute avg_sentences numeric
@attribute avg_tokens numeric
@attribute num_sentences numeric
@attribute polarity {0,4}


@data
2,1,0,0,0,0,0,0,0,0,0,8,0,1,0,0,2,37.0,3.75,2,0
1,0,2,0,0,0,1,0,0,0,0,4,0,1,0,0,0,29.0,4.0,2,0
0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,13.0,4.6,4,0
2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,25.5,3.4166666666666665,2,0
1,0,1,1,0,0,0,0,0,0,0,8,0,1,0,0,0,37.666666666666664,3.8333333333333335,3,0
0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,26.0,5.230769230769231,3,0
0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,17.0,4.142857142857143,2,0
1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,16.0,4.666666666666667,2,0
2,0,0,2,0,1,0,0,0,0,0,2,1,3,0,0,0,45.5,3.65,2,0
1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,16.666666666666668,4.3,3,0
1,1,0,0,0,0,2,0,0,0,0,5,1,1,0,0,0,16.0,5.071428571428571,5,0
1,0,0,1,0,1,0,0,0,0,0,5,0,1,0,0,0,22.666666666666668,4.461538461538462,3,0
1,0,1,1,0,0,0,1,1,0,0,3,3,4,0,0,0,39.666666666666664,4.809523809523809,3,0
0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,5.333333333333333,2.8,6,0
6,0,0,3,0,0,0,0,0,0,0,8,1,1,0,0,0,19.8,3.0,5,0
2,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,25.5,3.8181818181818183,2,0
1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,20.333333333333332,4.818181818181818,3,0
1,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,15.666666666666666,3.5454545454545454,3,0
4,0,2,2,0,0,0,0,0,0,0,4,0,6,0,0,0,30.0,3.4285714285714284,4,0
2,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0,21.0,4.5,3,0
2,0,0,1,0,0,4,0,0,0,0,11,0,2,0,0,0,32.666666666666664,4.05,3,0
3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,35.666666666666664,4.238095238095238,3,0
4,0,1,0,0,0,1,0,1,0,0,4,0,0,1,0,0,25.666666666666668,3.4444444444444446,3,0
2,0,0,0,0,1,2,0,0,0,0,8,0,1,1,0,0,44.666666666666664,4.48,3,0
0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,12.666666666666666,4.125,3,0
2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9.5,2.5,2,0
0,0,2,1,0,1,2,0,0,0,0,5,0,2,1,0,0,31.75,4.038461538461538,4,0
2,0,3,3,0,0,2,0,0,0,0,2,0,1,0,0,0,40.333333333333336,4.166666666666667,3,0
0,0,0,1,0,0,0,2,1,0,0,10,0,1,0,0,0,20.333333333333332,3.2666666666666666,3,0
1,0,1,2,0,0,1,0,0,0,0,7,0,3,0,0,0,43.666666666666664,4.583333333333333,3,0
3,0,0,1,0,0,0,0,0,0,0,8,0,1,0,0,0,43.0,3.888888888888889,2,0
0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,8.5,5.333333333333333,2,0
2,0,0,1,0,0,0,0,0,0,0,6,0,2,1,0,0,29.666666666666668,4.111111111111111,3,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22.0,3.6,2,0
1,0,1,1,0,2,1,0,0,0,0,5,1,0,0,0,0,27.333333333333332,4.0,3,0
1,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,35.5,4.615384615384615,2,0
2,0,1,0,0,0,0,0,0,0,0,5,0,2,0,0,0,25.333333333333332,3.6470588235294117,3,0
6,0,0,2,0,0,0,0,0,0,0,5,0,4,0,0,0,47.333333333333336,3.53125,3,0
5,0,1,2,0,0,0,0,0,0,0,4,0,0,0,0,0,41.666666666666664,3.5714285714285716,3,0
1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,35.0,4.142857142857143,2,0
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,15.666666666666666,4.0,3,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.333333333333334,6.75,3,0
2,0,0,1,0,1,0,0,0,0,0,10,0,1,0,0,0,40.0,3.2413793103448274,3,0
0,0,0,1,0,0,2,1,0,0,0,6,2,2,0,0,0,25.25,4.526315789473684,4,0
4,0,2,0,0,0,2,0,0,0,0,2,0,2,0,0,0,25.6,3.75,5,0
2,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,19.0,4.0,3,0
1,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,18.333333333333332,4.8,3,0
0,1,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,15.0,3.8,3,0
0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,34.0,5.363636363636363,2,0
3,0,0,1,0,0,1,0,0,0,0,4,0,4,0,0,0,29.0,3.736842105263158,3,0
0,0,0,2,0,0,0,0,0,0,0,10,0,1,0,0,0,43.0,3.6315789473684212,2,0
1,0,0,1,0,1,0,0,0,0,0,4,2,1,0,0,0,33.0,5.0,3,0
3,0,2,1,0,0,1,0,1,0,0,5,1,2,0,0,0,42.0,4.608695652173913,3,0
2,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,22.0,3.6,2,0
1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,19.5,4.125,2,0
2,0,2,1,0,0,1,0,4,0,0,6,1,2,0,0,0,56.5,3.7916666666666665,2,0
1,0,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,42.666666666666664,4.038461538461538,3,0
0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,13.0,6.0,2,0
2,0,0,1,0,1,0,0,0,0,0,3,1,1,0,0,0,18.666666666666668,3.5384615384615383,3,0
1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,28.5,3.9166666666666665,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,7.0,2,0
3,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,29.0,4.0,3,0
1,0,1,1,0,0,1,0,0,0,0,2,0,2,0,0,0,33.0,3.533333333333333,2,0
4,0,0,2,0,0,0,0,1,0,0,6,1,4,0,0,0,25.75,2.962962962962963,4,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,19.5,4.857142857142857,2,0
3,0,0,3,0,0,0,0,0,0,0,5,2,0,0,0,0,38.666666666666664,3.576923076923077,3,0
1,0,0,0,0,0,0,1,0,0,0,7,0,2,1,0,0,33.666666666666664,3.3333333333333335,3,0
1,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,1,25.666666666666668,5.153846153846154,3,0
0,1,1,0,0,0,0,0,0,0,0,5,0,2,0,0,0,21.666666666666668,4.230769230769231,3,0
4,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,19.166666666666668,4.260869565217392,6,0
3,0,3,1,0,0,0,0,0,0,0,9,0,1,0,0,0,30.75,3.8846153846153846,4,0
1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8.0,3.5,2,0
0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,30.5,6.0,2,0
3,3,0,2,0,0,1,0,0,0,0,3,0,4,1,0,0,35.666666666666664,3.230769230769231,3,0
1,0,0,0,0,0,1,0,0,0,0,3,0,4,0,0,0,32.0,3.7142857142857144,2,0
1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,13.0,4.25,3,0
1,0,0,1,0,1,1,0,0,0,0,12,0,1,1,0,0,18.666666666666668,3.72,6,0
4,0,0,2,0,0,0,0,2,0,0,11,0,3,0,0,0,33.75,3.9642857142857144,4,0
2,2,0,2,0,0,0,0,0,0,0,3,0,2,0,0,0,33.0,3.857142857142857,3,0
1,0,0,2,0,0,2,0,0,0,0,5,0,1,0,0,0,39.0,4.0,2,0
0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,24.5,4.666666666666667,2,0
2,0,1,2,0,0,2,0,0,0,0,5,0,2,1,0,0,64.0,4.6521739130434785,2,0
0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,18.333333333333332,4.8,3,0
0,3,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,42.5,4.8,2,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,21.5,3.5,2,0
1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,10.333333333333334,3.25,3,0
1,0,1,1,0,0,0,0,0,0,0,9,0,2,0,0,0,16.4,3.5789473684210527,5,0
1,0,2,0,0,0,1,0,0,0,0,3,0,3,0,0,0,35.0,3.5,2,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,20.5,3.7777777777777777,2,0
1,0,0,1,0,0,1,0,0,0,0,6,0,4,0,0,0,43.0,4.076923076923077,3,0
1,0,0,0,0,0,1,0,0,0,0,2,0,3,0,0,0,25.0,4.2,2,0
0,2,0,0,0,0,1,0,0,0,0,10,1,1,0,0,0,31.5,5.190476190476191,4,0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.0,3.0,2,0
0,0,0,2,0,0,1,0,0,0,0,5,2,0,0,0,0,47.5,5.0625,2,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,15.0,7.0,2,0
0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,14.333333333333334,4.75,3,0
2,0,0,1,0,0,1,0,0,0,0,6,0,2,0,0,0,40.666666666666664,3.8076923076923075,3,0
0,0,1,0,0,0,0,0,0,0,0,3,0,3,0,0,0,34.5,4.916666666666667,2,0
1,0,2,1,0,1,0,0,0,0,0,5,0,4,1,0,0,30.75,3.7037037037037037,4,0
2,0,0,1,0,0,0,0,0,0,0,3,0,2,0,0,0,27.0,3.3076923076923075,2,0
1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,18.5,3.875,2,0
2,0,1,1,0,0,0,0,0,0,0,3,1,1,0,0,0,37.0,4.181818181818182,3,0
2,0,0,0,0,0,1,0,0,0,0,10,0,4,1,0,0,28.25,3.875,4,0
1,2,0,0,0,0,0,0,0,0,0,6,0,1,1,0,0,25.666666666666668,3.7058823529411766,3,0
3,1,1,0,0,0,2,0,0,0,0,10,0,1,0,0,0,46.0,3.7,3,0
0,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,16.0,3.6363636363636362,3,0
2,0,1,3,0,0,0,0,0,0,0,2,0,0,1,0,0,23.666666666666668,3.933333333333333,3,0
0,0,0,1,0,0,2,0,0,0,0,6,1,1,0,0,0,34.0,4.526315789473684,3,0
1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,23.333333333333332,5.083333333333333,3,0
1,1,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,21.666666666666668,3.25,3,0
3,3,0,1,0,0,0,0,0,0,0,5,1,0,1,0,1,23.0,3.5714285714285716,4,0
2,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,21.5,4.294117647058823,4,0
0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,14.5,4.166666666666667,2,0
1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,35.333333333333336,17.166666666666668,3,0
2,0,0,2,0,0,0,3,0,0,0,14,0,2,0,0,0,31.0,3.5714285714285716,4,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6.0,6.0,2,0
0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,5,24.5,3.6363636363636362,2,0
1,0,0,0,0,0,1,0,0,0,0,5,0,2,0,0,0,31.75,4.954545454545454,4,0
3,3,0,1,0,0,0,0,0,0,0,6,0,0,1,0,1,22.5,3.4761904761904763,4,0
3,0,0,1,0,0,0,0,0,0,0,6,0,3,0,0,0,38.0,3.1052631578947367,2,0
1,0,1,0,0,2,0,0,0,0,0,5,2,2,0,0,0,24.8,4.863636363636363,5,0
0,2,2,1,0,0,2,0,0,0,0,5,0,1,0,0,0,41.0,3.6666666666666665,3,0
0,0,1,0,0,0,0,2,0,0,0,1,1,1,0,0,0,18.5,3.875,2,0
2,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,32.333333333333336,4.555555555555555,3,0
2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,11.25,3.4545454545454546,4,0
1,2,0,1,0,0,1,0,0,0,0,5,0,1,0,0,0,40.5,4.928571428571429,2,0
0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,20.333333333333332,7.0,3,0
2,0,1,1,0,0,0,0,0,0,0,4,0,0,1,0,0,23.0,3.8,3,0
1,0,0,1,0,0,0,0,0,0,0,7,0,4,0,0,0,24.0,4.882352941176471,4,0
1,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,25.75,4.944444444444445,4,0
0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,55.0,5.588235294117647,2,0
0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,19.666666666666668,4.636363636363637,3,0
0,1,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,25.0,4.2,2,0
0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,28.5,5.555555555555555,2,0
0,0,0,0,0,0,1,0,0,0,0,3,3,0,0,0,0,25.5,4.3,2,0
0,0,0,3,0,0,0,0,0,0,0,5,1,1,0,0,0,25.0,4.473684210526316,4,0
0,1,0,0,0,0,0,0,0,0,0,1,1,4,0,0,1,27.0,4.6,2,0
2,0,0,2,0,0,0,3,0,0,0,14,0,2,0,0,0,31.25,3.607142857142857,4,0
2,0,1,1,0,0,2,0,0,0,0,4,0,2,0,0,0,44.0,3.5,2,0
1,2,3,1,0,0,0,0,0,0,0,3,0,2,0,0,0,28.75,4.409090909090909,4,0
0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,13.5,8.666666666666666,2,0
0,0,1,0,0,0,0,0,0,0,0,4,2,0,0,0,0,14.666666666666666,4.222222222222222,3,0
2,0,0,0,0,1,0,0,0,0,0,4,0,2,0,0,0,29.666666666666668,4.111111111111111,3,0
1,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,9.6,3.8181818181818183,5,0
2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,28.0,3.5789473684210527,3,0
0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,17.75,4.769230769230769,4,0
4,0,2,2,0,0,0,0,0,0,0,5,0,1,0,0,0,62.0,3.3448275862068964,2,0
0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,24.5,4.666666666666667,2,0
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,20.5,4.375,2,0
1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,19.5,3.5555555555555554,2,0
1,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,0,23.666666666666668,4.285714285714286,3,0
0,0,1,0,0,0,0,0,0,0,0,4,0,2,0,0,0,16.0,5.375,3,0
1,0,2,0,0,0,0,0,0,0,0,7,1,1,0,0,0,34.666666666666664,4.095238095238095,3,0
1,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,12.5,4.4,2,0
1,0,1,1,0,0,0,0,0,0,0,4,0,5,0,0,6,19.25,3.5,4,0
1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,11.0,3.8,2,0
1,1,2,1,0,0,2,0,0,0,0,3,0,5,0,0,0,41.0,4.25,3,0
1,0,0,1,0,0,0,0,0,0,0,3,1,2,0,0,0,43.0,4.176470588235294,2,0
0,3,0,0,0,0,0,0,0,0,0,6,0,2,1,0,0,32.0,4.28,4,0
4,0,0,0,0,1,2,0,0,0,0,7,3,1,0,0,0,15.5,3.7142857142857144,8,0
3,2,0,1,0,0,1,0,0,0,0,4,2,0,2,0,0,36.0,3.44,3,0
2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,24.0,3.1666666666666665,2,0
1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,22.5,3.7,2,0
1,2,0,0,0,0,1,0,0,0,0,2,1,4,0,0,0,41.5,4.666666666666667,2,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11.666666666666666,4.428571428571429,3,0
0,0,1,1,0,0,0,0,0,0,0,5,1,1,0,0,0,33.666666666666664,4.473684210526316,3,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,18.5,4.571428571428571,2,0
1,0,0,0,0,1,0,1,0,0,0,2,2,3,0,0,0,32.5,4.153846153846154,2,0
0,1,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,23.333333333333332,3.8666666666666667,3,0
0,0,1,1,0,0,0,0,0,0,0,4,1,1,0,0,0,15.25,3.642857142857143,4,0
0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,21.0,4.5,2,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.0,4.0,2,0
1,2,4,0,0,0,0,0,0,0,0,4,1,2,0,0,0,34.5,3.5806451612903225,4,0
0,0,2,1,0,0,0,0,0,0,0,2,1,2,0,0,0,16.0,3.857142857142857,4,0
3,0,1,1,0,0,0,0,0,0,0,7,0,1,0,0,1,37.333333333333336,3.6,3,0
1,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,24.75,4.15,4,0
1,0,2,1,0,0,1,0,0,0,0,11,0,0,0,0,0,68.5,4.148148148148148,2,0
1,0,1,2,0,0,0,0,0,0,0,10,4,1,0,0,10,39.333333333333336,3.1724137931034484,3,0
1,2,1,1,0,0,2,0,0,0,0,4,3,3,1,0,0,41.333333333333336,4.08,3,0
0,0,2,0,0,1,0,0,0,0,0,9,1,2,0,0,0,20.4,3.652173913043478,5,0
1,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,32.0,5.0,2,0
1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,18.666666666666668,4.363636363636363,3,0
1,0,1,1,0,0,0,0,0,0,0,3,0,2,0,0,0,20.666666666666668,4.0,3,0
3,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,26.5,3.230769230769231,2,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,19.5,4.857142857142857,2,0
2,1,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,21.666666666666668,4.230769230769231,3,0
2,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,23.25,4.105263157894737,4,0
1,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,27.5,5.333333333333333,2,0
1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,15.0,3.5714285714285716,2,0
1,0,0,2,0,0,2,0,0,0,0,4,3,1,0,0,0,42.0,4.16,3,0
0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,11.5,4.0,4,0
1,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,17.0,4.4,3,0
0,1,1,1,0,0,1,0,0,0,0,3,0,1,0,0,0,34.5,4.461538461538462,2,0
0,0,0,1,0,0,0,0,0,0,0,2,1,2,0,0,0,22.0,5.571428571428571,2,0
1,0,2,0,0,1,0,0,0,0,0,5,0,0,0,0,0,37.5,3.8125,2,0
1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,13.666666666666666,3.4,3,0
1,0,0,0,0,0,0,0,0,0,0,2,1,3,1,0,0,32.5,4.153846153846154,2,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11.5,5.25,2,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,18.0,4.7,3,0
1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,11.5,5.25,4,0
2,0,0,1,0,0,1,0,0,0,0,2,0,2,0,0,0,56.0,4.181818181818182,2,0
1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,23.0,3.3636363636363638,2,0
0,0,0,0,0,1,0,1,0,0,0,5,0,1,0,2,0,38.0,3.588235294117647,2,0
3,0,0,0,0,1,0,0,0,0,0,3,0,2,1,0,0,31.5,3.642857142857143,2,0
3,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,24.0,3.1666666666666665,3,0
0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,14.0,4.454545454545454,4,0
2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,28.333333333333332,3.6315789473684212,3,0
3,0,1,2,0,0,0,0,2,0,0,5,0,2,0,0,0,59.0,4.0,2,0
0,1,2,0,0,0,0,0,0,0,0,3,0,2,1,0,0,21.0,4.076923076923077,3,0
1,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,31.0,4.818181818181818,2,0
0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,12.666666666666666,4.125,3,0
3,2,0,3,0,0,0,0,0,0,0,4,0,1,0,0,0,39.0,4.217391304347826,3,0
2,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,24.25,3.8095238095238093,4,0
0,1,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,46.666666666666664,5.217391304347826,3,0
2,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,4,24.0,4.769230769230769,3,0
0,1,0,1,0,0,2,0,0,0,0,2,0,1,0,0,2,23.333333333333332,5.083333333333333,3,0
4,0,0,2,0,0,0,0,0,0,0,6,0,1,0,0,0,52.5,3.652173913043478,2,0
0,1,0,0,0,0,2,0,0,0,0,9,0,0,0,0,0,37.5,4.5,2,0
1,2,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,52.0,4.578947368421052,2,0
0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,19.5,4.125,2,0
0,0,1,1,0,0,2,0,0,0,0,7,1,2,0,0,0,37.666666666666664,4.043478260869565,3,0
1,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,14.5,5.2,4,0
1,1,0,0,0,0,2,1,0,0,0,8,0,2,0,0,0,32.666666666666664,3.8095238095238093,3,0
1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,16.75,4.461538461538462,4,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,14.5,5.2,2,0
0,0,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,19.5,3.823529411764706,4,0
1,0,0,0,0,0,0,0,0,0,0,7,1,1,0,0,0,20.25,4.0,4,0
3,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,35.0,3.5,2,0
0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,20.0,5.0,2,0
1,0,1,1,0,0,0,0,0,0,0,3,0,2,0,0,0,22.333333333333332,3.6666666666666665,3,0
2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12.0,3.3333333333333335,2,0
1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,21.5,4.0,2,4
1,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,22.0,4.3076923076923075,3,4
0,0,1,0,0,0,1,0,0,0,0,3,0,1,0,0,0,19.5,4.125,2,4
1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,22.5,3.7,2,4
2,0,0,0,0,0,2,0,0,0,0,10,0,4,0,0,0,56.5,3.423076923076923,2,4
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.0,5.666666666666667,2,4
3,0,0,2,0,0,1,0,0,0,0,10,0,2,0,0,0,59.5,3.4814814814814814,2,4
1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,12.333333333333334,4.0,3,4
1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,22.5,4.875,2,4
1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,27.5,4.181818181818182,2,4
0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,8.333333333333334,4.6,3,4
0,3,0,2,0,0,0,0,2,0,0,8,0,2,1,0,0,38.0,3.68,3,4
1,3,2,2,0,2,0,0,0,0,0,5,0,0,1,0,0,21.666666666666668,3.857142857142857,6,4
1,1,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,19.0,4.714285714285714,2,4
1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,20.0,3.2,2,4
0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,17.0,5.0,2,4
2,0,0,1,0,0,0,0,0,0,0,7,0,1,0,0,0,27.75,4.75,4,4
0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,14.0,5.428571428571429,3,4
0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,11.5,4.0,2,4
3,2,1,1,0,0,0,0,0,0,0,6,0,0,0,0,0,18.6,3.9,5,4
3,0,1,1,0,0,0,0,1,0,0,7,0,1,0,0,0,64.5,4.458333333333333,2,4
1,0,1,0,0,2,0,0,0,0,0,5,0,0,0,0,0,14.5,3.769230769230769,4,4
2,0,0,0,0,1,0,0,1,0,0,7,0,2,0,0,0,34.333333333333336,4.578947368421052,3,4
0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,13.5,6.25,2,4
1,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,14.666666666666666,4.222222222222222,3,4
2,0,0,1,0,0,0,0,0,0,0,5,3,2,1,0,1,50.5,4.15,2,4
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,18.5,8.75,2,4
0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,11.0,4.142857142857143,3,4
0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,12.333333333333334,4.0,3,4
1,0,0,1,0,0,0,0,0,0,0,7,0,1,0,0,0,29.0,5.428571428571429,3,4
0,0,1,1,0,1,0,0,0,0,0,3,0,0,0,0,0,21.0,3.888888888888889,2,4
0,0,0,0,0,0,2,0,0,0,0,11,0,1,0,0,0,68.0,4.52,2,4
2,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,25.333333333333332,4.266666666666667,3,4
2,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,18.0,2.8,2,4
1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,24.5,4.666666666666667,2,4
1,0,0,1,0,0,0,0,1,0,0,7,0,1,0,0,0,37.0,5.909090909090909,2,4
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,18.0,4.428571428571429,2,4
0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,16.0,5.8,2,4
0,0,0,1,0,0,0,0,0,0,0,10,1,1,1,0,0,26.6,3.9285714285714284,5,4
0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,11.75,4.666666666666667,4,4
2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,14.0,4.625,3,4
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,15.5,4.5,2,4
1,0,1,1,0,0,1,0,0,0,0,8,0,0,0,0,0,45.666666666666664,4.384615384615385,3,4
1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,18.0,3.75,2,4
