@relation tweet_classification


@attribute 1st_person_pronouns numeric
@attribute 2nd_person_pronouns numeric
@attribute 3rd_person_pronouns numeric
@attribute coor_conjunctions numeric
@attribute past_verbs numeric
@attribute future_verbs numeric
@attribute commas numeric
@attribute colon_and_semi numeric
@attribute dashes numeric
@attribute parentheses numeric
@attribute ellipses numeric
@attribute common_nouns numeric
@attribute proper_nouns numeric
@attribute adverbs numeric
@attribute wh_words numeric
@attribute modern_slang numeric
@attribute words_all_upper numeric
@attribute avg_sentences numeric
@attribute avg_tokens numeric
@attribute num_sentences numeric
@attribute polarity {0,4}


@data
0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,15.5,3.7142857142857144,2,4
0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,28.5,4.619047619047619,4,4
0,0,0,1,0,0,1,0,0,0,0,7,0,0,0,0,0,22.5,4.222222222222222,2,4
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,25.5,4.3,2,4
0,0,1,0,0,0,0,0,0,0,0,5,0,1,0,0,3,13.25,3.75,4,4
0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,11.5,5.25,2,4
1,0,3,1,0,0,2,0,0,0,0,4,0,1,0,0,0,37.333333333333336,4.476190476190476,3,4
0,0,0,1,0,0,0,0,0,0,0,3,0,1,1,0,0,24.666666666666668,3.2777777777777777,3,4
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,13.5,6.25,2,4
0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,21.333333333333332,3.466666666666667,3,4
0,0,0,1,0,0,1,0,0,0,0,5,0,0,0,0,0,28.0,3.8333333333333335,2,4
0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,17.0,5.0,2,4
1,0,2,0,0,0,2,0,0,0,0,4,1,1,0,0,0,27.333333333333332,3.7222222222222223,3,4
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,16.0,5.8,2,4
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13.5,6.25,2,4
0,1,0,1,0,0,0,1,0,0,0,2,0,1,0,0,0,17.333333333333332,5.111111111111111,3,4
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,4.333333333333333,2,4
0,0,0,0,0,0,1,0,1,0,0,2,0,1,0,0,0,6.0,3.375,5,4
1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,17.0,3.5,2,4
0,1,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,48.0,4.444444444444445,2,4
1,1,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,10.25,4.0,4,4
0,0,0,1,0,0,0,0,1,0,0,1,2,0,0,0,0,11.333333333333334,3.111111111111111,3,4
0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,11.5,5.25,2,4
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.666666666666666,4.833333333333333,3,4
3,0,0,0,0,0,0,1,0,0,0,15,0,0,0,0,1,32.5,3.6206896551724137,4,4
2,0,1,0,0,1,0,0,0,0,0,3,0,1,1,0,0,37.0,3.4705882352941178,2,4
3,0,1,1,0,0,0,0,0,0,0,6,0,1,0,0,0,35.0,3.6956521739130435,3,4
1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,31.333333333333332,4.705882352941177,3,4
2,0,0,1,0,0,1,0,0,0,0,8,0,1,0,0,1,40.0,4.125,3,4
0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,36.5,4.357142857142857,2,4
1,0,0,0,0,1,0,0,1,0,0,6,0,1,0,0,0,24.333333333333332,4.846153846153846,3,4
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,11.0,7.0,2,4
4,0,1,1,0,0,1,0,1,0,0,11,1,1,0,0,0,45.333333333333336,3.9642857142857144,3,4
0,0,0,1,0,0,0,0,0,0,0,14,0,1,1,0,0,16.833333333333332,4.095238095238095,6,4
2,0,1,1,0,0,0,0,0,0,0,7,1,0,0,0,0,27.25,3.7083333333333335,4,4
1,1,0,1,0,0,1,0,0,0,0,4,0,0,1,0,0,27.5,4.181818181818182,2,4
1,3,0,3,0,0,2,0,1,0,0,3,2,1,1,0,0,68.5,4.346153846153846,2,4
0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,8.666666666666666,3.8333333333333335,3,4
0,0,0,0,0,1,0,0,0,0,0,4,3,3,0,0,0,36.333333333333336,4.333333333333333,3,4
0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,10.5,5.571428571428571,4,4
0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,18.0,4.428571428571429,2,4
2,0,2,0,0,1,0,0,0,0,0,2,0,2,0,0,0,28.333333333333332,3.888888888888889,3,4
1,0,1,0,0,0,1,0,0,0,0,4,3,4,0,0,0,25.0,4.416666666666667,5,4
2,1,1,0,0,0,0,0,0,0,0,15,0,0,0,0,0,31.5,3.3333333333333335,4,4
2,0,0,1,0,1,1,0,0,0,0,5,0,1,0,0,0,38.333333333333336,3.9166666666666665,3,4
0,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0,0,19.5,4.857142857142857,2,4
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8.0,8.0,2,4
0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,18.5,5.5,2,4
1,0,0,0,0,0,0,0,0,0,0,12,3,1,1,0,0,26.0,4.1923076923076925,5,4
1,0,0,3,0,0,0,0,1,0,0,4,1,1,0,0,0,19.75,4.1875,4,4
2,0,2,1,0,0,1,0,0,0,0,7,5,0,0,0,0,33.75,3.6333333333333333,4,4
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11.0,11.0,2,4
0,2,0,0,0,0,0,0,0,0,0,8,2,1,0,0,0,15.375,4.24,8,4
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,3.75,2,4
1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,15.5,3.7142857142857144,2,4
1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,11.666666666666666,3.75,3,4
0,0,0,1,0,0,0,0,0,0,0,7,0,1,0,0,0,34.0,4.526315789473684,3,4
1,0,1,0,0,0,0,0,1,0,0,1,0,3,0,0,0,22.0,4.111111111111111,2,4
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,29.75,5.15,4,4
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.0,3.0,2,4
1,0,1,0,0,0,0,0,2,0,0,6,2,1,0,0,0,40.666666666666664,4.681818181818182,3,4
2,1,0,0,0,0,1,0,0,0,0,7,1,2,0,0,0,28.5,4.619047619047619,4,4
1,0,0,1,0,1,0,0,0,0,0,4,0,1,0,0,0,24.0,4.0,3,4
2,0,2,0,0,1,0,1,0,0,0,3,0,1,0,2,0,34.5,3.4375,2,4
2,0,0,0,0,0,1,0,0,0,0,7,0,1,0,0,0,14.8,3.6470588235294117,5,4
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,12.0,12.0,2,4
1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,29.5,6.625,2,4
0,0,0,0,0,0,4,0,0,0,0,9,3,1,0,0,0,44.0,5.136363636363637,3,4
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,19.0,5.666666666666667,2,4
0,0,0,1,0,0,1,0,0,0,0,5,0,0,1,0,0,46.5,4.9375,2,4
0,1,0,0,0,1,0,1,0,0,0,5,1,1,0,0,0,33.5,5.2727272727272725,2,4
2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,25.5,3.4166666666666665,2,4
0,0,1,0,0,0,0,1,0,0,0,4,0,1,0,0,0,20.666666666666668,4.0,3,4
1,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,24.0,6.5,3,4
0,2,1,2,0,1,1,0,0,0,0,5,0,0,0,0,0,41.5,4.0,2,4
0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,19.0,5.666666666666667,2,4
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4.5,4.5,2,4
0,0,0,1,0,0,0,0,0,0,0,2,1,2,0,0,0,19.5,5.833333333333333,2,4
0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,43.666666666666664,6.882352941176471,3,4
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,25.0,4.2,2,0
0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,32.0,6.333333333333333,2,0
4,0,0,1,0,0,0,0,0,0,0,5,3,1,0,0,0,23.75,3.5,4,0
1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,17.333333333333332,3.5833333333333335,3,0
0,0,1,0,0,0,0,0,0,0,0,10,0,1,0,0,0,44.0,4.625,3,0
2,0,0,2,0,0,0,0,0,0,0,4,0,2,0,1,0,27.666666666666668,3.526315789473684,3,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6.0,3.6666666666666665,2,0
3,0,0,0,0,0,1,0,0,0,0,1,2,2,0,0,0,15.666666666666666,3.5454545454545454,3,0
2,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,16.5,4.384615384615385,4,0
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11.5,4.0,2,0
0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,16.5,4.0,2,0
0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,17.666666666666668,4.6,3,0
1,0,2,0,0,0,3,1,0,0,0,6,0,2,0,0,0,30.25,4.434782608695652,4,0
3,0,0,3,0,1,0,2,0,0,0,9,0,0,0,0,0,20.5,3.7777777777777777,6,0
2,1,1,1,0,0,0,0,0,0,0,3,1,2,0,0,0,23.0,3.8,4,0
3,0,2,2,0,1,0,0,0,0,0,6,0,3,0,0,0,32.5,3.6206896551724137,4,0
2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31.0,4.818181818181818,2,0
1,0,2,1,0,0,0,0,0,0,0,5,0,0,0,0,0,33.0,3.533333333333333,2,0
1,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,28.0,4.8,2,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9.5,4.25,2,0
1,0,0,2,0,0,3,0,0,0,0,10,0,1,0,0,0,59.0,4.0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8.5,5.333333333333333,2,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11.5,7.333333333333333,2,0
1,0,1,0,0,0,0,0,0,0,0,6,0,3,1,0,0,36.0,3.44,3,0
1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,19.5,4.125,2,0
1,0,0,1,0,0,0,0,0,0,0,3,1,3,0,0,0,23.666666666666668,4.6923076923076925,3,0
0,0,0,1,0,0,1,0,0,0,0,5,4,0,0,0,0,26.0,4.1923076923076925,5,0
1,1,3,3,0,0,1,0,0,0,0,4,0,2,0,0,0,33.25,3.892857142857143,4,0
1,1,1,0,0,0,0,0,1,0,0,2,0,4,1,0,2,18.5,4.2,4,0
1,0,1,2,0,0,1,0,0,0,0,2,0,1,0,0,0,21.333333333333332,3.466666666666667,3,0
0,0,0,0,0,1,0,0,0,0,0,6,0,0,1,0,0,26.0,3.5,3,0
3,3,0,1,0,0,0,0,0,0,0,6,0,0,1,0,1,22.5,3.4761904761904763,4,0
2,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,17.0,3.1538461538461537,3,0
2,0,0,3,0,0,0,0,0,0,0,3,0,2,0,0,0,46.5,4.0,2,0
0,0,2,0,0,1,1,0,0,0,0,4,0,1,1,0,0,35.5,3.5625,2,0
3,0,0,0,0,0,0,0,0,0,0,4,0,2,1,0,0,29.333333333333332,4.055555555555555,3,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,13.0,3.6666666666666665,2,0
1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,15.666666666666666,3.1666666666666665,3,0
2,0,0,1,0,1,0,0,0,0,0,6,0,1,0,0,0,52.5,3.652173913043478,2,0
0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,17.5,4.285714285714286,2,0
1,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,16.666666666666668,3.8181818181818183,3,0
2,0,1,1,0,0,0,0,0,0,0,5,0,1,0,0,0,25.333333333333332,3.9375,3,0
2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,20.333333333333332,3.923076923076923,3,0
0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,32.5,5.090909090909091,2,0
3,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,35.0,4.142857142857143,2,0
1,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,10.5,4.75,4,0
0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,15.5,5.6,2,0
1,0,0,1,0,0,0,0,0,0,0,12,0,4,0,0,0,45.333333333333336,3.9642857142857144,3,0
3,3,0,1,0,0,0,0,0,0,0,5,1,0,1,0,1,23.0,3.5714285714285716,4,0
0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,29.0,5.666666666666667,2,0
3,1,0,1,0,1,0,0,0,0,0,5,0,0,0,0,0,30.333333333333332,3.7,3,0
0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,22.0,5.571428571428571,2,0
2,0,1,1,0,0,0,0,0,0,0,6,0,0,0,0,0,36.0,3.933333333333333,2,0
4,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,30.666666666666668,4.277777777777778,3,0
0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,15.5,3.7142857142857144,2,0
0,2,2,0,0,0,0,0,0,0,0,3,1,2,1,0,0,31.5,4.416666666666667,4,0
1,0,0,0,0,0,1,0,0,0,0,6,0,1,0,0,1,16.0,4.1,3,0
1,0,1,2,0,0,1,0,0,0,0,7,0,4,0,0,0,70.0,4.071428571428571,2,0
0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,15.0,5.4,4,0
2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,14.0,3.090909090909091,3,0
0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,14.0,5.0,4,0
0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,24.0,5.25,2,0
0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,21.666666666666668,4.230769230769231,3,0
1,1,1,2,0,0,1,0,1,0,0,9,2,3,1,0,0,29.75,3.730769230769231,4,0
1,0,2,1,0,0,2,0,0,0,0,3,1,1,0,0,0,45.0,4.111111111111111,2,0
1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,30.0,4.636363636363637,2,0
1,0,0,2,0,1,0,0,0,0,0,2,0,2,0,0,0,40.5,3.611111111111111,2,0
0,0,1,3,0,0,1,0,0,0,0,5,2,0,1,0,0,36.5,4.357142857142857,2,0
1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,13.0,4.6,2,0
1,0,2,0,0,0,1,0,0,0,0,2,0,3,0,0,0,32.0,4.076923076923077,2,0
0,0,1,2,0,0,1,0,0,0,0,6,1,2,1,0,0,37.666666666666664,4.8,3,0
2,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,28.5,4.363636363636363,2,0
3,1,1,1,0,0,2,0,0,0,0,8,2,1,0,0,0,32.5,3.7857142857142856,4,0
1,0,0,0,0,1,1,0,0,0,0,8,0,0,0,0,0,23.666666666666668,3.625,3,0
0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,14.0,4.0,3,0
0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,36.5,7.333333333333333,2,0
2,0,1,0,0,0,0,0,0,0,0,3,2,3,1,0,0,45.5,3.227272727272727,2,0
2,0,1,0,0,1,0,0,0,0,0,2,0,4,1,0,0,32.333333333333336,3.761904761904762,3,0
2,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,23.0,3.5,3,0
1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,16.0,4.666666666666667,3,0
3,0,0,2,0,0,1,0,0,0,0,1,0,1,1,0,0,24.666666666666668,3.5294117647058822,3,0
1,0,0,2,0,0,0,0,0,0,0,6,2,0,0,0,0,34.666666666666664,4.095238095238095,3,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,23.5,4.444444444444445,2,0
1,0,0,2,0,0,1,0,0,0,0,7,0,0,1,0,0,42.666666666666664,5.238095238095238,3,0
0,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,14.333333333333334,4.111111111111111,3,0
2,0,0,1,0,0,1,0,0,0,0,4,2,0,0,0,0,26.333333333333332,4.466666666666667,3,0
1,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,22.5,4.222222222222222,2,0
2,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,28.0,2.8666666666666667,2,0
4,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,31.333333333333332,3.217391304347826,3,0
2,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,24.333333333333332,5.909090909090909,3,0
2,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,21.333333333333332,3.7857142857142856,3,0
1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,24.5,3.6363636363636362,2,0
2,0,1,3,0,1,2,0,0,0,0,4,0,0,0,0,0,46.0,3.9473684210526314,2,0
0,0,3,1,0,0,0,0,0,0,0,6,0,0,1,0,1,42.666666666666664,3.6785714285714284,3,0
0,0,1,0,0,0,0,0,0,0,0,8,0,1,0,0,0,26.333333333333332,4.466666666666667,3,0
2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,13.666666666666666,5.285714285714286,3,0
1,0,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,18.0,3.3846153846153846,3,0
1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,12.0,3.3333333333333335,2,0
0,0,1,1,0,0,0,0,0,0,0,7,0,0,0,0,0,23.333333333333332,4.214285714285714,3,0
3,0,1,1,0,0,0,0,0,0,0,5,0,2,0,0,0,19.0,4.0,5,0
5,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,24.8,3.9615384615384617,5,0
1,0,1,0,0,0,0,0,0,0,0,4,0,1,1,0,0,14.75,3.8461538461538463,4,0
2,1,1,0,0,0,0,0,0,0,0,6,1,2,0,0,0,33.666666666666664,4.473684210526316,3,0
2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,23.0,3.8,2,0
0,0,2,1,0,0,0,0,0,0,0,4,2,1,0,0,0,25.333333333333332,4.266666666666667,3,0
0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,19.0,4.714285714285714,2,0
3,0,1,0,0,1,1,0,0,0,0,4,0,1,1,0,0,27.0,3.6666666666666665,4,0
3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,25.5,3.8181818181818183,2,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.5,4.125,2,0
2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,17.0,3.909090909090909,3,0
0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,5.666666666666667,4.0,3,0
2,1,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0,52.5,4.095238095238095,2,0
4,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,30.333333333333332,3.7,3,0
2,0,1,1,0,0,0,0,0,0,0,6,0,1,1,0,0,30.333333333333332,3.9473684210526314,3,0
2,0,0,1,0,0,0,0,2,0,0,3,1,1,0,0,0,26.333333333333332,4.125,3,0
1,0,1,1,0,0,0,0,0,0,0,4,0,2,0,0,0,38.0,4.571428571428571,2,0
0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,13.0,4.6,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,11.5,5.25,2,0
0,0,0,0,0,0,0,0,0,0,0,8,1,1,0,0,0,29.0,4.454545454545454,2,0
2,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,14.5,3.4285714285714284,4,0
3,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,30.666666666666668,3.75,3,0
1,0,0,1,0,1,0,0,0,0,0,7,2,0,0,0,0,36.333333333333336,4.090909090909091,3,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11.5,4.0,2,0
0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,16.0,5.375,3,0
1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12.0,4.2,2,0
0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,13.666666666666666,4.5,3,0
2,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,21.333333333333332,2.9411764705882355,3,0
2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,28.0,4.2727272727272725,2,0
3,0,0,3,0,0,0,0,0,0,0,2,0,1,0,0,0,41.0,4.04,3,0
0,0,0,1,0,0,3,0,0,0,0,10,0,0,0,0,0,44.0,5.136363636363637,3,0
1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,15.0,4.333333333333333,2,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6.666666666666667,3.6,3,0
1,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,25.0,4.2,2,0
2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8.666666666666666,3.8333333333333335,3,0
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,15.5,4.5,2,0
1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,16.5,3.375,2,0
0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,28.5,3.5384615384615383,2,0
3,4,0,1,0,1,0,0,0,0,0,2,0,2,0,0,0,41.5,3.25,2,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,14.5,5.2,2,0
0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,14.75,3.8461538461538463,4,0
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,35.5,5.083333333333333,2,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,16.0,4.666666666666667,2,0
1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,12.333333333333334,3.0,3,0
1,1,1,1,0,0,1,0,1,0,0,7,2,1,0,0,0,24.0,4.208333333333333,5,0
2,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,27.0,3.6666666666666665,3,0
1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,23.5,5.125,2,0
2,0,0,3,0,1,0,0,0,0,0,6,2,1,0,0,0,38.333333333333336,4.363636363636363,3,0
0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,24.5,5.375,2,0
3,3,0,3,0,0,1,0,0,0,0,4,0,3,0,0,0,20.0,3.8461538461538463,6,0
1,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0,17.666666666666668,3.0,3,0
1,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,10.333333333333334,3.857142857142857,3,0
2,0,0,0,0,0,0,0,1,0,0,10,1,2,0,0,1,17.142857142857142,3.8846153846153846,7,0
1,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,25.666666666666668,4.0,3,0
0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,8.333333333333334,6.0,3,0
1,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,19.0,4.0,3,0
1,0,0,1,0,0,0,0,0,0,0,11,2,1,0,0,0,33.75,5.043478260869565,4,0
1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,12.666666666666666,3.1,3,0
0,0,0,0,0,0,0,1,1,0,0,8,1,2,0,0,0,21.666666666666668,3.533333333333333,3,0
3,0,0,2,0,0,1,0,0,0,0,8,0,2,0,0,0,37.333333333333336,3.7916666666666665,3,0
2,1,3,0,0,0,0,0,0,0,0,5,0,1,0,0,0,21.6,4.136363636363637,5,0
2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,15.5,3.125,2,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,16.5,4.0,2,0
1,2,1,1,0,0,0,0,2,0,0,5,1,2,0,0,0,33.5,4.3076923076923075,4,0
0,0,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,26.0,3.909090909090909,2,0
2,0,0,1,0,0,0,0,0,0,0,5,0,1,0,0,0,27.0,4.6,3,0
1,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,32.0,4.076923076923077,2,0
1,0,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,18.0,3.75,3,0
0,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,14.0,4.0,5,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,4.166666666666667,2,0
0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,20.666666666666668,4.0,3,0
0,0,1,2,0,1,0,0,1,0,0,6,1,1,0,0,0,36.333333333333336,3.6666666666666665,3,0
0,1,0,0,0,0,1,0,0,0,0,4,0,2,0,0,0,19.666666666666668,4.166666666666667,3,0
2,0,0,0,0,1,0,0,1,0,0,7,1,0,0,0,0,51.0,4.473684210526316,2,0
1,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,0,26.666666666666668,4.1875,3,0
1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,13.5,3.8333333333333335,2,0
1,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,15.0,4.052631578947368,6,0
1,0,1,1,0,0,0,1,0,0,0,7,0,0,0,0,0,17.4,3.8421052631578947,5,0
0,1,1,3,0,0,0,3,0,0,0,5,0,2,0,0,0,35.666666666666664,3.782608695652174,3,0
0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,13.0,3.6666666666666665,3,0
1,0,0,0,0,0,0,1,0,0,0,4,0,3,0,0,0,22.0,3.6,3,0
0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,12.0,5.5,3,0
2,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,22.0,4.75,2,0
0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,30.0,4.636363636363637,2,0
1,0,0,1,0,0,0,0,0,0,0,3,0,2,0,0,0,17.666666666666668,3.3076923076923075,3,0
2,1,2,0,0,0,0,0,0,0,0,5,0,1,0,0,0,21.8,4.181818181818182,5,0
1,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,26.5,4.5,4,0
1,1,0,0,0,0,1,0,0,0,0,4,1,2,0,0,0,17.5,4.6923076923076925,4,0
2,0,0,2,0,0,1,0,0,0,0,7,0,3,0,0,0,25.25,3.772727272727273,4,0
0,0,0,2,0,0,0,0,0,0,0,5,0,4,0,0,0,21.5,4.0,4,0
1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5.0,2.0,2,0
0,0,0,1,0,0,1,0,0,0,0,2,0,3,0,0,0,34.0,4.526315789473684,3,0
2,0,1,1,0,0,0,0,0,0,0,6,0,2,0,0,0,30.0,4.636363636363637,4,0
0,0,1,0,0,0,0,0,0,0,0,9,1,2,0,1,0,31.75,3.5172413793103448,4,0
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,23.0,5.0,2,0
2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.0,3.4,2,0
